width,height,majority_pct,density,alpha,beta,decay,vision,aversion,iteration,step_count,Avg_Maj_Grievance,Avg_Min_Grievance,Avg_Maj_Threshold,Overall_Violence_Level
80,80,0.7,0.7,0.05,0.013,0.9,10,0.0,0,50,0.0,0.0,0.7793869942399574,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.1,1,50,0.0,0.0,0.782304676806583,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.3,1,50,0.0,0.0,0.7501543813845811,1.5632572027075615e-05
80,80,0.7,0.7,0.05,0.01,0.6,1,0.4,0,50,0.0,0.0,0.7447462148438301,4.6954970183593935e-05
80,80,0.7,0.7,0.05,0.01,0.6,1,0.4,1,50,0.0,0.0,0.7474898609177336,0.00010972130787798991
80,80,0.7,0.7,0.05,0.01,0.6,1,0.4,2,50,0.0,0.0,0.7519193328137846,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.3,2,50,0.0,0.0,0.7401548814366163,1.5636238546455264e-05
80,80,0.7,0.7,0.05,0.01,0.6,1,0.5,0,50,0.0,0.0,0.7471429553402413,4.702636611593567e-05
80,80,0.7,0.7,0.05,0.013,0.9,10,0.1,2,50,0.0,0.0,0.7795908062252871,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.5,1,50,0.0,0.0,0.7491759529867628,6.270673627114393e-05
80,80,0.7,0.7,0.05,0.013,0.9,10,0.3,1,50,0.0,0.0,0.7776090847642579,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.2,2,50,0.0,0.0,0.7795028278848469,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.5,2,50,0.0,0.0,0.7514146721390437,1.5634771732332708e-05
80,80,0.7,0.7,0.05,0.013,0.9,10,0.3,0,50,0.0,0.0,0.7794834540411592,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.3,2,50,0.0,0.0,0.7803374013060995,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.5,0,50,0.0,0.0,0.7783045205807018,1.5625e-05
80,80,0.7,0.7,0.05,0.013,0.9,10,0.4,2,50,0.0,0.0,0.7797361808993014,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.4,1,50,0.0,0.0,0.779678442406817,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.4,0,50,0.0,0.0,0.7832625691745715,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.2,0,50,0.0,0.0,0.7811915198143352,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.2,1,50,0.0,0.0,0.7857045756148598,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.5,1,50,0.0,0.0,0.7802725780383182,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.5,2,50,0.0,0.0,0.7814890908686424,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.0,0,50,0.0,0.0,0.751963232479753,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.0,1,50,0.0,0.0,0.7503935705772993,3.127052127958973e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.0,2,50,0.0,0.0,0.7466736175232549,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.1,0,50,0.0,0.0,0.7484821045878471,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.1,2,50,0.0,0.0,0.7438182054203808,1.5633549597436098e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.1,1,50,0.0,0.0,0.7504459741509035,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.2,0,50,0.0,0.0,0.747365130589717,6.256941294248307e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.2,1,50,0.0,0.0,0.7478678288274755,1.5651166794484528e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.2,2,50,0.0,0.0,0.7485915169710854,1.5628418716594254e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.3,0,50,0.0,0.0,0.7435069529410699,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.3,1,50,0.0,0.0,0.7477969685178787,1.5636238546455264e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.3,2,50,0.0,0.0,0.745701906030839,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.4,0,50,0.0,0.0,0.7519484027497942,4.6936604293134737e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.4,1,50,0.0,0.0,0.7502766612773575,3.127394411346187e-05
80,80,0.7,0.7,0.05,0.01,0.7,1,0.4,2,50,0.0,0.0,0.7462022594038239,0.0
80,80,0.7,0.7,0.05,0.01,0.7,1,0.5,0,50,0.0,0.0,0.7458379268434855,6.271951831409934e-05
